med_name,med_manufacturer,components,comp
TRI NUROGAB TABLET ,MACLEODS PHARMACEUTICALS LTD ,Mecobalamin 1500 MCG+Nortriptyline 10 MG+Pregabalin 75 MG,
TRYGALIN NT TABLET ,POLAIRE PHARMA ,Mecobalamin 1500 MCG+Nortriptyline 10 MG+Pregabalin 75 MG,
D FAX LS TABLET ,ALTEUS BIOGENICS PVT LTD ,Desvenlafaxine 50 MG+Clonazepam 0.5 MG,
D VENIZEP 50MG TABLET ,SUN PHARMACEUTICAL INDUSTRIES LTD ,Desvenlafaxine 50 MG+Clonazepam 0.5 MG,
DESWAVE PLUS TABLET ,GENTECH HEALTH CARE ,Desvenlafaxine 50 MG+Clonazepam 0.5 MG,
NEXVENLA OD PLUS 50MG TABLET ,ALKEM LABORATORIES LTD ,Desvenlafaxine 50 MG+Clonazepam 0.5 MG,
VENTAB PLUS TABLET ,INTAS PHARMACEUTICALS LTD ,Desvenlafaxine 50 MG+Clonazepam 0.5 MG,
ZYVEN OD PLUS 50MG TABLET ,ZYDUS HEALTHCARE LTD ,Desvenlafaxine 50 MG+Clonazepam 0.5 MG,
FELIZ S PLUS 10MG TABLET ,TORRENT ,Escitalopram 10 MG+Clonazepam 0.5 MG,
FIRSITO PLUS TABLET ,ZYDUS HEALTHCARE LTD ,Escitalopram 10 MG+Clonazepam 0.5 MG,
FLOCITOP PLUS TABLET ,MEDICO HEALTHCARE ,Escitalopram 10 MG+Clonazepam 0.5 MG,
ESOPAM Z TABLET ,J B CHEMICALS ,Escitalopram 10 MG+Clonazepam 0.5 MG,
FREEDO TABLET ,BAYU HEALTHCARE PVT LTD ,Escitalopram 10 MG+Clonazepam 0.5 MG,
FULTRAC ES TABLET ,BEETLE HEALTHCARE ,Escitalopram 10 MG+Clonazepam 0.5 MG,
GALOP PLUS 10MG TABLET ,EMCURE PHARMACEUTICALS LTD ,Escitalopram 10 MG+Clonazepam 0.5 MG,
ECITAL ZEE TABLET ,ORISON PHARMA ,Escitalopram 10 MG+Clonazepam 0.5 MG,
ECIT PLUS TABLET ,TALENT HEALTHCARE ,Escitalopram 10 MG+Clonazepam 0.5 MG,
ECITALOP C TABLET ,EAST WEST PHARMA ,Escitalopram 10 MG+Clonazepam 0.5 MG,
ECPAM PLUS TABLET ,LOTUS LIFESCIENCES ,Escitalopram 10 MG+Clonazepam 0.5 MG,
ECTION 0.5MG TABLET ,MISSION LAB ,Escitalopram 10 MG+Clonazepam 0.5 MG,
ELCIT FORTE TABLET ,ELITE PHARMA ,Escitalopram 10 MG+Clonazepam 0.5 MG,
ELCITA PLUS TABLET ,ELIXIR PHARMA ,Escitalopram 10 MG+Clonazepam 0.5 MG,
ELUGA FORTE TABLET ,AAPTHI PHARMA ,Escitalopram 10 MG+Clonazepam 0.5 MG,
ENZYCARE PLUS 10MG TABLET ,4 CARE LIFE SCIENCES ,Escitalopram 10 MG+Clonazepam 0.5 MG,
EQULOK C TABLET ,KANAD ,Escitalopram 10 MG+Clonazepam 0.5 MG,
ESBEN C TABLET ,RB PHARMACEUTICALS ,Escitalopram 10 MG+Clonazepam 0.5 MG,
ESCALATE PLUS TABLET ,PHARMAFABRIKON ,Escitalopram 10 MG+Clonazepam 0.5 MG,
ESCAM PLUS TABLET ,CAPITAL PHARMA ,Escitalopram 10 MG+Clonazepam 0.5 MG,
 ESCERT CZ TABLET ,COASTAL BIOMEDICS ,Escitalopram 10 MG+Clonazepam 0.5 MG,
ESCEPAM 0.5/10MG TABLET ,CARISE PHARMA ,Escitalopram 10 MG+Clonazepam 0.5 MG,
ESCITALENT PLUS TABLET ,TALENT LABS ,Escitalopram 10 MG+Clonazepam 0.5 MG,
ESCITAPAX PLUS TABLET ,RELIANCE FORMULATION PVT LTD ,Escitalopram 10 MG+Clonazepam 0.5 MG,
ESCIGRESS CZ 0.5MG TABLET ,LA RENON HEALTHCARE PVT LTD ,Escitalopram 10 MG+Clonazepam 0.5 MG,
ESCITLOCAD PLUS 10/0.5MG TABLET ,CADILA PHARMACEUTICALS LTD ,Escitalopram 10 MG+Clonazepam 0.5 MG,
ESCITLOCAD PLUS 5/0.5MG TABLET ,CADILA PHARMACEUTICALS LTD ,Escitalopram 10 MG+Clonazepam 0.5 MG,
ESCIRITE PLUS TABLET ,MEDICURE LIFE SCIENCES ,Escitalopram 10 MG+Clonazepam 0.5 MG,
ESCIPTAL PLUS TABLET ,MEDOPHARM ,Escitalopram 10 MG+Clonazepam 0.5 MG,
ESCITRAC CZ TABLET ,MINOVA LIFESCIENCES ,Escitalopram 10 MG+Clonazepam 0.5 MG,
ESCIZAM TABLET ,STAUNCH PHARMA ,Escitalopram 10 MG+Clonazepam 0.5 MG,
ESCIRISE CZ 0.5/10MG TABLET ,CARISE PHARMA ,Escitalopram 10 MG+Clonazepam 0.5 MG,
ESCIRAM CL 0.5MG TABLET ,CERAS PHARMA ,Escitalopram 10 MG+Clonazepam 0.5 MG,
ESCITOP PLUS TABLET ,BLISS GVS PHARMA ,Escitalopram 10 MG+Clonazepam 0.5 MG,
ESCIMAX C2 TABLET ,MARXX PHARMA ,Escitalopram 10 MG+Clonazepam 0.5 MG,
ESCIPRO FORTE TABLET ,PROTEUS HEALTHCARE ,Escitalopram 10 MG+Clonazepam 0.5 MG,
ESCLO FORTE TABLET ,ICON LIFE SCIENCES ,Escitalopram 10 MG+Clonazepam 0.5 MG,
ESICALM PLUS TABLET ,BIOKIND HEALTHCARE ,Escitalopram 10 MG+Clonazepam 0.5 MG,
ESIDEN FORTE TABLET ,WELGENIC PHARMA ,Escitalopram 10 MG+Clonazepam 0.5 MG,
ESILO FORTE TABLET ,BONDANE PHARMA ,Escitalopram 10 MG+Clonazepam 0.5 MG,
 ESIPAM PLUS TABLET ,SOLIS PHARMA ,Escitalopram 10 MG+Clonazepam 0.5 MG,
ESIPRAM PLUS TABLET ,DIOS LIFESCIENCES PVT LTD ,Escitalopram 10 MG+Clonazepam 0.5 MG,
ESITAC TABLET ,RANBAXY ,Escitalopram 10 MG+Clonazepam 0.5 MG,
ESITAVISION PLUS TABLET ,MINII LIFESCIENCES ,Escitalopram 10 MG+Clonazepam 0.5 MG,
ESITOR FORTE TABLET ,LA PHARMA ,Escitalopram 10 MG+Clonazepam 0.5 MG,
ESITUS FORTE TABLET ,AMBITUS LIFE SCIENCES ,Escitalopram 10 MG+Clonazepam 0.5 MG,
ESIZOL PLUS TABLET ,ARCHICARE ,Escitalopram 10 MG+Clonazepam 0.5 MG,
ESJOY PLUS TABLET ,GENTECH HEALTH CARE ,Escitalopram 10 MG+Clonazepam 0.5 MG,
ESLOPAM PLUS TABLET ,GENOME THERAPEUTICS ,Escitalopram 10 MG+Clonazepam 0.5 MG,
ESNA 5 TABLET ,TRITON HEALTHCARE ,Escitalopram 10 MG+Clonazepam 0.5 MG,
ESONET C TABLET ,ADEN HEALTHCARE ,Escitalopram 10 MG+Clonazepam 0.5 MG,
ESOPAM PLUS TABLET ,CONCUR PHARMA ,Escitalopram 10 MG+Clonazepam 0.5 MG,
ESPAR CL TABLET ,BIOSANS LIFECARE ,Escitalopram 10 MG+Clonazepam 0.5 MG,
ESPIRAM PLUS TABLET ,DIOS LIFESCIENCES PVT LTD ,Escitalopram 10 MG+Clonazepam 0.5 MG,
ESPRAM PLUS TABLET ,PIFER PHARMA ,Escitalopram 10 MG+Clonazepam 0.5 MG,
ESREDEP FORTE TABLET ,MED MANOR ORGANICS ,Escitalopram 10 MG+Clonazepam 0.5 MG,
ESRIM PLUS TABLET ,SBS BIOTECH ,Escitalopram 10 MG+Clonazepam 0.5 MG,
ESSITA PLUS TABLET ,SOLVATE PHARMA ,Escitalopram 10 MG+Clonazepam 0.5 MG,
ESTA PLUS TABLET ,D D PHARMACEUTICALS ,Escitalopram 10 MG+Clonazepam 0.5 MG,
ESTADEP PLUS TABLET ,OSR PHARMA ,Escitalopram 10 MG+Clonazepam 0.5 MG,
 ESTAM FORTE TABLET ,SIGNOVA PHARMA ,Escitalopram 10 MG+Clonazepam 0.5 MG,
ESTAJOY PLUS TABLET ,EMENOX HEALTHCARE ,Escitalopram 10 MG+Clonazepam 0.5 MG,
ESTICLO TABLET ,SWORD PHARMA ,Escitalopram 10 MG+Clonazepam 0.5 MG,
ESTILO PLUS TABLET ,NEXT LABS PVT LTD ,Escitalopram 10 MG+Clonazepam 0.5 MG,
ESTOMINE ZEE TABLET ,PSYCOREMEDIES ,Escitalopram 10 MG+Clonazepam 0.5 MG,
ESTOPAM PLUS TABLET ,NAVNIDHI LIFESCIENCE PVT LTD ,Escitalopram 10 MG+Clonazepam 0.5 MG,
ESYZA FORTE TABLET ,WOCKHARDT ,Escitalopram 10 MG+Clonazepam 0.5 MG,
ESZEE PLUS TABLET ,ZERICO LIFESCIENCES ,Escitalopram 10 MG+Clonazepam 0.5 MG,
ES OK PLUS 10MG TABLET ,EISAI PHARMA ,Escitalopram 10 MG+Clonazepam 0.5 MG,
EVAPRAM CZ TABLET ,SUVAN PHARMA ,Escitalopram 10 MG+Clonazepam 0.5 MG,
EVONIT PLUS TABLET ,EVOK LIFESCIENCES PVT LTD ,Escitalopram 10 MG+Clonazepam 0.5 MG,
EZEEPAM PLUS 10MG TABLET ,ERIS LIFE SCIENCES ,Escitalopram 10 MG+Clonazepam 0.5 MG,
ASICLOPAM TABLET ,LEEFORD HEALTHCARE ,Escitalopram 10 MG+Clonazepam 0.5 MG,
ATPRAM C 0.5MG TABLET ,OCTANE BIOTECH PVT LTD ,Escitalopram 10 MG+Clonazepam 0.5 MG,
BE SAT PLUS TABLET ,BEETLE HEALTHCARE ,Escitalopram 10 MG+Clonazepam 0.5 MG,
BIOZEP FORTE TABLET ,MACRO BIOTICS ,Escitalopram 10 MG+Clonazepam 0.5 MG,
ANXISET PLUS TABLET ,OBSURGE BIOTECH LTD ,Escitalopram 10 MG+Clonazepam 0.5 MG,
ANXIFLY TABLET ,CMR LIFE SCIENCES ,Escitalopram 10 MG+Clonazepam 0.5 MG,
C-PRAM S PLUS 0.5MG TABLET ,UNICHEM ,Escitalopram 10 MG+Clonazepam 0.5 MG,
ASCILOPAM TABLET ,LEEFORD HEALTHCARE ,Escitalopram 10 MG+Clonazepam 0.5 MG,
 CALMWIN PLUS TABLET ,DOCWIN HEALTHCARE ,Escitalopram 10 MG+Clonazepam 0.5 MG,
CALMPAX ES TABLET ,UNIMARCK PHARMA INDIA LTD ,Escitalopram 10 MG+Clonazepam 0.5 MG,
CAMDEM 10MG TABLET ,SINSAN ,Escitalopram 10 MG+Clonazepam 0.5 MG,
CASPA PLUS TABLET ,THRIFT PHARMACEUTICALS ,Escitalopram 10 MG+Clonazepam 0.5 MG,
CELOR PLUS 10MG TABLET ,ORGANIC LAB ,Escitalopram 10 MG+Clonazepam 0.5 MG,
CENSPRAM PLUS TABLET ,USV PVT LTD ,Escitalopram 10 MG+Clonazepam 0.5 MG,
CILAPAM PLUS TABLET ,ALTEUS BIOGENICS PVT LTD ,Escitalopram 10 MG+Clonazepam 0.5 MG,
CILENTRA PLUS TABLET ,STRIDES SHASUN LIMITED ,Escitalopram 10 MG+Clonazepam 0.5 MG,
CITA S FORTE TABLET ,CRESCENT ,Escitalopram 10 MG+Clonazepam 0.5 MG,
CITALIN FORTE TABLET ,LINUX LABORATORIES ,Escitalopram 10 MG+Clonazepam 0.5 MG,
CITAJOY PLUS TABLET ,WINGS BIOTECH ,Escitalopram 10 MG+Clonazepam 0.5 MG,
CITAJOY C 10MG TABLET ,WINGS BIOTECH ,Escitalopram 10 MG+Clonazepam 0.5 MG,
CITAWOK FORTE TABLET ,WOCKHARDT ,Escitalopram 10 MG+Clonazepam 0.5 MG,
CITAPURE PLUS TABLET ,A N PHARMACIA LABORATORIES ,Escitalopram 10 MG+Clonazepam 0.5 MG,
CITONIN PLUS TABLET ,UNIVENTIS MEDICARE LTD ,Escitalopram 10 MG+Clonazepam 0.5 MG,
CLAM PLUS TABLET ,SAINT PHARMA ,Escitalopram 10 MG+Clonazepam 0.5 MG,
CLEPS ES 0.5MG TABLET ,ZEE LABORATORIES LTD ,Escitalopram 10 MG+Clonazepam 0.5 MG,
CLODEP PLUS 0.5MG TABLET ,PARASOL LABORATORIES ,Escitalopram 10 MG+Clonazepam 0.5 MG,
CLONOTRIL PLUS TABLET ,TORRENT ,Escitalopram 10 MG+Clonazepam 0.5 MG,
CLONAFIT PLUS TABLET ,MANKIND ,Escitalopram 10 MG+Clonazepam 0.5 MG,
 CLONETIC ES TABLET ,TRIPADA LIFECARE PVT LTD ,Escitalopram 10 MG+Clonazepam 0.5 MG,
CLONOGEM PLUS TABLET ,RONYD HEALTHCARE ,Escitalopram 10 MG+Clonazepam 0.5 MG,
CLONAXYL PLUS TABLET ,MARC LABORATORIES PVT LTD ,Escitalopram 10 MG+Clonazepam 0.5 MG,
CLOPRAM TABLET ,PROCHEM ,Escitalopram 10 MG+Clonazepam 0.5 MG,
DEDEP PLUS TABLET ,KIOSENCE HEALTHCARE ,Escitalopram 10 MG+Clonazepam 0.5 MG,
DEPITAME PLUS TABLET ,TRIKO PHARMA ,Escitalopram 10 MG+Clonazepam 0.5 MG,
DEPONYX TABLET ,KIVONYX HEALTHCARE ,Escitalopram 10 MG+Clonazepam 0.5 MG,
DEPRAN 10MG TABLET ,INTAS PHARMACEUTICALS LTD ,Escitalopram 10 MG+Clonazepam 0.5 MG,
DESILAM PLUS TABLET ,MSN LABORATORIES PVT LTD ,Escitalopram 10 MG+Clonazepam 0.5 MG,
DESPRAM FORTE TABLET ,LIFECARE NEURO PRODUCTS LTD ,Escitalopram 10 MG+Clonazepam 0.5 MG,
DIPWELL PLUS TABLET ,DYCINE PHARMA ,Escitalopram 10 MG+Clonazepam 0.5 MG,
CLOSED PLUS TABLET ,CORONA REMEDIES PVT LTD ,Escitalopram 10 MG+Clonazepam 0.5 MG,
CLOTAS E TABLET ,TASMED ,Escitalopram 10 MG+Clonazepam 0.5 MG,
HALOTIL PLUS TABLET ,IVY HEALTHCARE ,Escitalopram 10 MG+Clonazepam 0.5 MG,
HICALM PLUS TABLET ,IKON REMEDIES PVT LTD ,Escitalopram 10 MG+Clonazepam 0.5 MG,
HI PRAM C TABLET ,TIKISH PHARMACUTICALS ,Escitalopram 10 MG+Clonazepam 0.5 MG,
MOTAL PLUS TABLET ,SWISS ,Escitalopram 10 MG+Clonazepam 0.5 MG,
NEWCITA PLUS TABLET ,ALKEM LABORATORIES LTD ,Escitalopram 10 MG+Clonazepam 0.5 MG,
NEXITO FORTE TABLET ,SUN PHARMACEUTICAL INDUSTRIES LTD ,Escitalopram 10 MG+Clonazepam 0.5 MG,
NIGOPRAM PLUS TABLET ,SNIG PHARMA PVT LTD ,Escitalopram 10 MG+Clonazepam 0.5 MG,
 NOANXIT TABLET ,GORDON PHARMA ,Escitalopram 10 MG+Clonazepam 0.5 MG,
JOPRAM PLUS TABLET ,DR JOHNS LABS ,Escitalopram 10 MG+Clonazepam 0.5 MG,
JOVAIL PLUS TABLET ,LIFECARE NEURO PRODUCTS LTD ,Escitalopram 10 MG+Clonazepam 0.5 MG,
JOYCOM PLUS 10MG TABLET ,SAFFRON THERAPEUTICS PVT LTD ,Escitalopram 10 MG+Clonazepam 0.5 MG,
KEYDEP FORTE TABLET ,MACWAY BIOTECH PVT LTD ,Escitalopram 10 MG+Clonazepam 0.5 MG,
KLONAZ ES TABLET ,KIVI LABS ,Escitalopram 10 MG+Clonazepam 0.5 MG,
KOLAVERY FORTE TABLET ,K C LABORATORIES ,Escitalopram 10 MG+Clonazepam 0.5 MG,
LEZI TABLET ,PLEASANT CARE PHARMA ,Escitalopram 10 MG+Clonazepam 0.5 MG,
LIBOTRYP EZ 10MG TABLET ,WOCKHARDT ,Escitalopram 10 MG+Clonazepam 0.5 MG,
LIFTOL TABLET ,BION ,Escitalopram 10 MG+Clonazepam 0.5 MG,
PETRIL PLUS TABLET ,MICRO LABS LIMITED ,Escitalopram 10 MG+Clonazepam 0.5 MG,
PRASILEX PLUS TABLET ,MOLEKULE ,Escitalopram 10 MG+Clonazepam 0.5 MG,
PRIDEP PLUS 10MG TABLET ,MOVA PHARMACEUTICALS ,Escitalopram 10 MG+Clonazepam 0.5 MG,
QUESTA PLUS 0.5MG TABLET ,QUINCE LIFESCIENCES PVT LTD ,Escitalopram 10 MG+Clonazepam 0.5 MG,
PANICALM TABLET ,RPG LIFESCIENCES LTD ,Escitalopram 10 MG+Clonazepam 0.5 MG,
MACSSPRAM C TABLET ,MACSS ,Escitalopram 10 MG+Clonazepam 0.5 MG,
TALO CZ TABLET ,SIGMUND PROMEDICA ,Escitalopram 10 MG+Clonazepam 0.5 MG,
TALOZ FORTE TABLET ,PRIMUS REMEDIES PVT LTD ,Escitalopram 10 MG+Clonazepam 0.5 MG,
TALOPREX PLUS 20MG TABLET ,ARINNA LIFESCIENCES ,Escitalopram 10 MG+Clonazepam 0.5 MG,
TALOPREX PLUS 10MG TABLET ,ARINNA LIFESCIENCES ,Escitalopram 10 MG+Clonazepam 0.5 MG,
 TALOSWIFT PLUS TABLET ,INIZIA HEALTHCARE PVT LTD ,Escitalopram 10 MG+Clonazepam 0.5 MG,
TALO PLUS TABLET ,RISHAB HEALTHCARE ,Escitalopram 10 MG+Clonazepam 0.5 MG,
RECITA FORTE TABLET ,IPCA LABORATORIES LTD ,Escitalopram 10 MG+Clonazepam 0.5 MG,
RECITA LITE TABLET ,IPCA LABORATORIES LTD ,Escitalopram 10 MG+Clonazepam 0.5 MG,
SERLOPAM TABLET ,INTEGRON PHARMA ,Escitalopram 10 MG+Clonazepam 0.5 MG,
REMOOD PLUS TABLET ,MANAS PHARMA ,Escitalopram 10 MG+Clonazepam 0.5 MG,
RESTOVIS D TABLET ,AVIS LIFE CARE PVT LTD ,Escitalopram 10 MG+Clonazepam 0.5 MG,
RESTILO PLUS TABLET ,TALIN REMEDIES ,Escitalopram 10 MG+Clonazepam 0.5 MG,
RESTOVEL D TABLET ,KINEDEX HEALTHCARE ,Escitalopram 10 MG+Clonazepam 0.5 MG,
REVOREST TABLET ,ENDOCARD INDIA ,Escitalopram 10 MG+Clonazepam 0.5 MG,
REXIPRA FORTE TABLET ,INTAS PHARMACEUTICALS LTD ,Escitalopram 10 MG+Clonazepam 0.5 MG,
S VOCITA PLUS TABLET ,SHINE ,Escitalopram 10 MG+Clonazepam 0.5 MG,
SANCITA FORTE TABLET ,SAANVIKA PHARMA ,Escitalopram 10 MG+Clonazepam 0.5 MG,
SANXIT PLUS TABLET ,SPARKLE LIFE SCIENCES PVT LTD ,Escitalopram 10 MG+Clonazepam 0.5 MG,
SOMMEIL ES TABLET ,WALTON HEALTHCARE ,Escitalopram 10 MG+Clonazepam 0.5 MG,
SRI CZ PLUS TABLET ,STERKEM PHARMA PVT LTD ,Escitalopram 10 MG+Clonazepam 0.5 MG,
STALOPAM PLUS TABLET ,LUPIN LTD ,Escitalopram 10 MG+Clonazepam 0.5 MG,
STOPRAM C TABLET ,STADIA BIOTECH ,Escitalopram 10 MG+Clonazepam 0.5 MG,
SZETALO PLUS MD TABLET ,ABBOTT ,Escitalopram 10 MG+Clonazepam 0.5 MG,
SZETALO PLUS TABLET ,ABBOTT ,Escitalopram 10 MG+Clonazepam 0.5 MG,
 S CITAPAD PLUS TABLET ,TRIPADA HEALTHCARE ,Escitalopram 10 MG+Clonazepam 0.5 MG,
S CITADEP FORTE TABLET ,CIPLA ,Escitalopram 10 MG+Clonazepam 0.5 MG,
S CITLOP FORTE TABLET ,SURAKSHA PHARMA ,Escitalopram 10 MG+Clonazepam 0.5 MG,
TESPRAM FORTE TABLET ,TIMES BIOTECH ,Escitalopram 10 MG+Clonazepam 0.5 MG,
VILTADEN TABLET ,VILBERRY HEALTHCARE PVT LTD ,Escitalopram 10 MG+Clonazepam 0.5 MG,
XEFEXOR PLUS 0.5 TABLET ,SOMATICO ,Escitalopram 10 MG+Clonazepam 0.5 MG,
XITZEN CZ TABLET ,VIDAKEM LIFESCIENCES PVT LTD ,Escitalopram 10 MG+Clonazepam 0.5 MG,
XTAZ 10MG TABLET ,MEDLEY ,Escitalopram 10 MG+Clonazepam 0.5 MG,
ZEE PLUS TABLET ,ORCHID ,Escitalopram 10 MG+Clonazepam 0.5 MG,
ZITAL PLUS TABLET ,LIA LIFE SCIENCES PVT LTD ,Escitalopram 10 MG+Clonazepam 0.5 MG,
